index,middle,ring,pinky
6.00,37.00,15.00,29.00
8.00,292.00,138.00,25.00
9.00,624.00,256.00,43.00
10.00,495.00,227.00,42.00
9.00,561.00,230.00,48.00
9.00,520.00,215.00,44.00
4.00,412.00,208.00,37.00
2.00,461.00,219.00,36.00
4.00,441.00,183.00,41.00
3.00,461.00,189.00,44.00
4.00,395.00,205.00,47.00
4.00,386.00,172.00,42.00
4.00,386.00,181.00,45.00
