index,middle,ring,pinky
index,middle,ring,pinky
3.00,33.00,16.00,26.00
22.00,370.00,186.00,32.00
23.00,624.00,230.00,72.00
13.00,507.00,192.00,60.00
15.00,483.00,234.00,67.00
9.00,441.00,192.00,72.00
12.00,576.00,199.00,92.00
12.00,461.00,212.00,83.00
