index,middle,ring,pinky
11.00,109.00,63.00,22.00
11.00,561.00,219.00,25.00
14.00,576.00,223.00,42.00
12.00,495.00,219.00,58.00
11.00,483.00,212.00,47.00
13.00,472.00,215.00,54.00
12.00,461.00,208.00,45.00
11.00,547.00,219.00,31.00
10.00,483.00,195.00,36.00
8.00,495.00,192.00,58.00
7.00,431.00,181.00,66.00
5.00,10.00,0.00,18.00
4.00,2.00,0.00,17.00
2.00,11.00,3.00,19.00
4.00,16.00,5.00,22.00
4.00,19.00,7.00,22.00
