index,middle,ring,pinky
17.00,45.00,20.00,39.00
11.00,355.00,202.00,169.00
9.00,431.00,205.00,248.00
14279.00,451.00,195.00,223.00
4.00,431.00,212.00,205.00
5.00,507.00,192.00,199.00
5.00,547.00,205.00,235.00
-78.00,431.00,212.00,202.00
-78.00,431.00,195.00,205.00
-78.00,507.00,219.00,223.00
3.00,561.00,199.00,209.00
2.00,520.00,223.00,223.00
5.00,547.00,199.00,205.00
4.00,495.00,189.00,212.00
