index,middle,ring,pinky
index,middle,ring,pinky
4.00,25.00,8.00,17.00
3.00,25.00,7.00,22.00
2.00,247.00,148.00,121.00
4.00,507.00,256.00,220.00
26.00,507.00,275.00,252.00
7.00,412.00,230.00,252.00
7.00,431.00,230.00,244.00
7.00,321.00,234.00,239.00
6.00,363.00,208.00,227.00
4.00,334.00,205.00,231.00
6.00,123.00,48.00,172.00
2.00,1.00,3.00,4.00
0.00,2.00,1.00,2.00
3.00,9.00,1.00,7.00
2.00,9.00,4.00,16.00
3.00,17.00,8.00,21.00
